 i = 0 avd[i] = 1.97898 nad[i] = 11.3591
 i = 1 avd[i] = 2.07525 nad[i] = 12.0546
 i = 2 avd[i] = 2.15002 nad[i] = 13.0496
 i = 3 avd[i] = 2.10688 nad[i] = 13.811
 i = 4 avd[i] = 2.01137 nad[i] = 13.7468
 i = 5 avd[i] = 1.95368 nad[i] = 12.9487
 i = 6 avd[i] = 1.86958 nad[i] = 11.4549
 i = 7 avd[i] = 1.91554 nad[i] = 10.3981
 i = 8 avd[i] = 2.08742 nad[i] = 10.1501
 i = 9 avd[i] = 1.89439 nad[i] = 10.518
 i = 10 avd[i] = 1.56766 nad[i] = 9.58767
 i = 11 avd[i] = 2.08067 nad[i] = 9.03139
 i = 12 avd[i] = 2.8369 nad[i] = 9.82721
 i = 13 avd[i] = 3.32164 nad[i] = 11.9832
 i = 14 avd[i] = 3.86521 nad[i] = 14.8664
 i = 15 avd[i] = 3.93229 nad[i] = 17.4877
 i = 16 avd[i] = 3.90511 nad[i] = 19.9945
 i = 17 avd[i] = 3.73694 nad[i] = 21.6806
 i = 18 avd[i] = 3.70271 nad[i] = 22.3878
 i = 19 avd[i] = 3.6083 nad[i] = 21.4574
 i = 20 avd[i] = 3.53592 nad[i] = 19.6821
 i = 21 avd[i] = 3.21247 nad[i] = 16.9553
 i = 22 avd[i] = 3.10745 nad[i] = 14.0993
 i = 23 avd[i] = 3.70801 nad[i] = 13.8983
 i = 24 avd[i] = 4.94249 nad[i] = 15.938
 i = 25 avd[i] = 6.13498 nad[i] = 19.0712
 i = 26 avd[i] = 6.95433 nad[i] = 20.878
 i = 27 avd[i] = 7.16322 nad[i] = 21.1193
 i = 28 avd[i] = 6.89748 nad[i] = 19.8295
 i = 29 avd[i] = 6.04368 nad[i] = 17.5761
 i = 30 avd[i] = 4.85519 nad[i] = 15.4722
 i = 31 avd[i] = 3.7762 nad[i] = 15.2049
 i = 32 avd[i] = 3.26295 nad[i] = 17.5165
 i = 33 avd[i] = 3.09753 nad[i] = 19.0952
 i = 34 avd[i] = 2.6733 nad[i] = 18.8202
 i = 35 avd[i] = 2.20251 nad[i] = 16.0627
 i = 36 avd[i] = 1.94778 nad[i] = 14.2273
 i = 37 avd[i] = 2.00365 nad[i] = 13.3936
 i = 38 avd[i] = 2.17854 nad[i] = 13.0216
 i = 39 avd[i] = 2.77717 nad[i] = 12.8633
 i = 40 avd[i] = 3.15374 nad[i] = 12.0847
 i = 41 avd[i] = 3.42869 nad[i] = 11.0736
 i = 42 avd[i] = 3.34703 nad[i] = 8.68029
 i = 43 avd[i] = 3.27429 nad[i] = 6.53965
 i = 44 avd[i] = 3.10779 nad[i] = 6.28843
 i = 45 avd[i] = 2.80432 nad[i] = 7.77685
 i = 46 avd[i] = 2.33013 nad[i] = 10.5797
 i = 47 avd[i] = 1.92006 nad[i] = 13.0432
 i = 48 avd[i] = 2.43772 nad[i] = 16.4817
 i = 49 avd[i] = 3.02635 nad[i] = 19.3862
 i = 50 avd[i] = 2.9941 nad[i] = 20.194
 i = 51 avd[i] = 3.17135 nad[i] = 19.4225
 i = 52 avd[i] = 3.47237 nad[i] = 16.8592
 i = 53 avd[i] = 3.76807 nad[i] = 15.4984
 i = 54 avd[i] = 3.41888 nad[i] = 13.7357
 i = 55 avd[i] = 2.94591 nad[i] = 13.276
 i = 56 avd[i] = 2.37454 nad[i] = 11.8802
 i = 57 avd[i] = 1.63727 nad[i] = 9.59212
 i = 58 avd[i] = 1.12103 nad[i] = 7.1804
 i = 59 avd[i] = 1.46229 nad[i] = 6.58261
 i = 60 avd[i] = 1.97222 nad[i] = 6.81648
 i = 61 avd[i] = 2.22225 nad[i] = 6.71614
 i = 62 avd[i] = 2.10409 nad[i] = 5.10979
 i = 63 avd[i] = 1.84122 nad[i] = 4.76249
 i = 64 avd[i] = 1.61856 nad[i] = 5.16466
 i = 65 avd[i] = 1.45718 nad[i] = 7.48483
 i = 66 avd[i] = 1.5135 nad[i] = 10.7294
 i = 67 avd[i] = 2.47995 nad[i] = 13.1984
 i = 68 avd[i] = 3.66183 nad[i] = 16.3242
 i = 69 avd[i] = 4.25228 nad[i] = 18.7201
 i = 70 avd[i] = 4.16673 nad[i] = 21.3724
 i = 71 avd[i] = 3.69679 nad[i] = 22.8508
 i = 72 avd[i] = 3.60624 nad[i] = 24.3314
 i = 73 avd[i] = 4.11726 nad[i] = 25.2755
 i = 74 avd[i] = 4.61746 nad[i] = 25.3629
 i = 75 avd[i] = 5.01774 nad[i] = 23.7469
 i = 76 avd[i] = 4.6866 nad[i] = 20.6631
 i = 77 avd[i] = 4.06972 nad[i] = 17.3287
 i = 78 avd[i] = 3.07329 nad[i] = 14.7393
 i = 79 avd[i] = 2.50432 nad[i] = 13.9435
 i = 80 avd[i] = 2.42363 nad[i] = 14.6081
 i = 81 avd[i] = 2.40761 nad[i] = 14.8861
 i = 82 avd[i] = 2.52496 nad[i] = 15.4688
 i = 83 avd[i] = 2.71025 nad[i] = 14.375
 i = 84 avd[i] = 2.55985 nad[i] = 12.7225
 i = 85 avd[i] = 2.02684 nad[i] = 9.46697
 i = 86 avd[i] = 1.49074 nad[i] = 6.42689
 i = 87 avd[i] = 1.04138 nad[i] = 5.49156
 i = 88 avd[i] = 1.2399 nad[i] = 6.84073
 i = 89 avd[i] = 1.78496 nad[i] = 9.84847
 i = 90 avd[i] = 2.30834 nad[i] = 13.2996
 i = 91 avd[i] = 2.77916 nad[i] = 16.8065
 i = 92 avd[i] = 3.30013 nad[i] = 20.4584
